gvkey,datadate,conm,ipodate,rdq,datacqtr,datafqtr,cusip,cik,tic,sic,addzip,exchg,fic,atq,ltq,saleq,revtq,cogsq,oibdpq,ibq,txditcq,txdbq,itccy,actq,lctq,dlcq,dlttq,mibq,mibtq,cheq,seqq,ceqq,niq,dpq,wcapchy,capxy,ppentq,loq,xrdq,pstkrq,pstkq,cshoq,prccq
001690,1979-12-31,APPLE INC,1980-12-12,,1979.75,1980,037833100,0000320193,AAPL,3663,95014,14,USA,24.636,12.262,19.54,19.54,10.545,,2.647,0.376,,,23.052,11.689,,0.197,,,4.968,12.374,12.374,2.647,,,,1.188,0,,0,0,43.575,
001690,1980-03-31,APPLE INC,1980-12-12,,1980,1980.25,037833100,0000320193,AAPL,3663,95014,14,USA,30.353,14.632,23.55,23.55,13.268,,2.788,0.2,,,28.367,14.244,,0.188,,,5.361,15.721,15.721,2.788,,,,1.55,0,,0,0,45.838,
001690,1980-06-30,APPLE INC,1980-12-12,,1980.25,1980.5,037833100,0000320193,AAPL,3663,95014,14,USA,41.707,21.926,32.569,32.569,19.083,,2.735,0.523,,,37.93,20.976,,0.427,,,0.415,19.781,19.781,2.735,,,,2.472,0,,0,0,46.158,
001690,1980-09-30,APPLE INC,1980-12-12,,1980.5,1980.75,037833100,0000320193,AAPL,3663,95014,14,USA,65.35,39.401,41.467,41.467,24.433,,3.528,0.951,,,54.106,37.78,0.254,0.67,,,2.474,25.949,25.949,3.528,,,,4.779,0,,0,0,48.397,
001690,1980-12-31,APPLE INC,1980-12-12,,1980.75,1981,037833100,0000320193,AAPL,3663,95014,14,USA,162.122,31.117,67.621,67.621,36.868,16.063,7.421,1.451,,,145.72,28.866,,0.8,0,0,74.688,131.005,131.005,7.421,1.149,,,9.228,0,,0,0,54.622,34.125
001690,1981-03-31,APPLE INC,1980-12-12,,1981,1981.25,037833100,0000320193,AAPL,3663,95014,14,USA,190.739,43.693,78.765,78.765,43.057,16.39,9.175,3.086,,,173.152,39.428,,1.179,0,0,75.886,147.046,147.046,9.175,1.543,,,10.288,0,,0,0,55.237,24.5
001690,1981-06-30,APPLE INC,1980-12-12,1981-07-22,1981.25,1981.5,037833100,0000320193,AAPL,3663,95014,14,USA,222.347,58.268,90.719,90.719,45.223,22.082,11.858,6.964,,,201.262,49.914,1.113,1.39,0,0,77.638,164.079,164.079,11.858,1.864,,,15.793,0,,0,0,55.136,26
001690,1981-09-30,APPLE INC,1980-12-12,1981-10-20,1981.5,1981.75,037833100,0000320193,AAPL,3663,95014,14,USA,254.838,77.451,97.678,97.678,46.623,20.198,10.966,5.262,,,227.104,70.28,0.931,1.909,0,0,72.834,177.387,177.387,10.966,4.034,,,22.371,0,,0,0,55.309,15.25
001690,1981-12-31,APPLE INC,1980-12-12,1982-01-22,1981.75,1982,037833100,0000320193,AAPL,3663,95014,14,USA,285.186,92.894,133.553,133.553,64.089,26.285,13.562,7.254,,,249.16,83.952,,1.688,0,0,76.157,192.292,192.292,13.562,3.06,,,27.866,0,,0,0,55.421,22.125
001690,1982-03-31,APPLE INC,1980-12-12,1982-04-15,1982,1982.25,037833100,0000320193,AAPL,3663,95014,14,USA,302.389,85.1,131.019,131.019,61.809,27.307,13.817,11.12,,,263.14,72.3,,1.68,0,0,101.313,217.289,217.289,13.817,3.894,,,31.615,0,,0,0,56.488,16.875
001690,1982-06-30,APPLE INC,1980-12-12,1982-07-16,1982.25,1982.5,037833100,0000320193,AAPL,3663,95014,14,USA,323.961,89.427,142.681,142.681,64.941,29.991,15.193,10.919,,,283.437,76.377,,2.131,0,0,122.521,234.534,234.534,15.193,4.956,,,33.444,0,,0,0,56.743,12.75
001690,1982-09-30,APPLE INC,1980-12-12,1982-10-20,1982.5,1982.75,037833100,0000320193,AAPL,3663,95014,14,USA,357.787,100.695,175.808,175.808,80.606,35.182,18.734,12.887,,,317.075,85.756,1.169,2.052,0,0,153.056,257.092,257.092,18.734,4.646,,,34.483,0,,0,0,57.123,18.25
001690,1982-12-31,APPLE INC,1980-12-12,1983-01-19,1982.75,1983,037833100,0000320193,AAPL,3663,95014,14,USA,408.157,118.414,214.293,214.293,93.316,46.15,23.519,21.735,,,361.065,94.876,,1.803,0,0,191.865,289.743,289.743,23.519,5.092,,,35.749,0,,0,0,57.648,29.875
001690,1983-03-31,APPLE INC,1980-12-12,1983-04-22,1983,1983.25,037833100,0000320193,AAPL,3663,95014,14,USA,459.457,133.713,227.982,227.982,105.696,47.802,23.883,29.042,,,407.248,103.054,,1.617,0,0,209.538,325.744,325.744,23.883,5.37,,,40.523,0,,0,0,58.295,42.25
001690,1983-06-30,APPLE INC,1980-12-12,1983-07-21,1983.25,1983.5,037833100,0000320193,AAPL,3663,95014,14,USA,525.192,164.446,267.284,267.284,132.602,49.89,24.204,35.785,,,467.211,127.201,,1.46,0,0,188.631,360.746,360.746,24.204,6.372,,,51.861,0,,0,0,60.441,48.875
001690,1983-09-30,APPLE INC,1980-12-12,1983-10-25,1983.5,1983.75,037833100,0000320193,AAPL,3663,95014,14,USA,556.579,178.678,273.21,273.21,151.711,8.237,5.108,48.584,,,468.993,128.786,,1.308,0,0,143.284,377.901,377.901,5.108,5.606,,,67.05,0,,0,0,59.198,23.125
001690,1983-12-31,APPLE INC,1980-12-12,1984-01-24,1983.75,1984,037833100,0000320193,AAPL,3663,95014,14,USA,607.481,221.329,316.228,316.228,176.503,11.785,5.822,57.608,,,510.515,162.563,,1.158,0,0,187.485,386.152,386.152,5.822,6.325,7.746,13.82,75.223,0,,0,0,59.41,24.375
001690,1984-03-31,APPLE INC,1980-12-12,1984-04-17,1984,1984.25,037833100,0000320193,AAPL,3663,95014,14,USA,626.297,224.827,300.102,300.102,168.191,22.949,9.132,59.138,,,528.553,164.676,,1.014,0,0,203.444,401.47,401.47,9.132,10.137,23.67,20.895,74.199,0,,0,0,59.847,24.75
001690,1984-06-30,APPLE INC,1980-12-12,1984-07-16,1984.25,1984.5,037833100,0000320193,AAPL,3663,95014,14,USA,707.952,283.61,422.143,422.143,242.052,31.842,18.295,63.977,,,611.341,218.759,,0.874,0,0,194.286,424.342,424.342,18.295,5.041,52.376,26.764,72.311,0,,0,0,60.117,26.5
001690,1984-09-30,APPLE INC,1980-12-12,1984-10-18,1984.5,1984.75,037833100,0000320193,AAPL,3663,95014,14,USA,788.785,324.221,477.399,477.399,253.877,62.831,30.806,69.037,,,687.55,255.184,,0,0,0,114.888,464.564,464.564,30.806,16.46,92.16,39.614,75.868,0,,0,0,60.535,25.125
001690,1984-12-31,APPLE INC,1980-12-12,1985-01-18,1984.75,1985,037833100,0000320193,AAPL,3663,95014,14,USA,966.55,452.512,698.296,698.296,408.252,94.648,46.099,77.359,,,853.101,375.152,,0,0,0,195.389,514.038,514.038,46.099,7.55,45.582,15.056,86.973,0,,0,0,60.724,29.125
001690,1985-03-31,APPLE INC,1980-12-12,1985-04-17,1985,1985.25,037833100,0000320193,AAPL,3663,95014,14,USA,875.959,336.436,435.344,435.344,259.752,15.862,9.977,78.153,,,747.524,258.282,,0,0,0,194.167,539.523,539.523,9.977,0.176,56.876,33.604,100.514,0,,0,0,61.517,22.125
001690,1985-06-30,APPLE INC,1980-12-12,1985-07-18,1985.25,1985.5,037833100,0000320193,AAPL,3663,95014,14,USA,872.982,349.308,374.929,374.929,200.304,22.42,-17.21,75.288,,,744.372,274.019,,0,0,0,254.608,523.674,523.674,-17.21,20.159,37.986,42.719,100.729,0,,0,0,61.62,18
001690,1985-09-30,APPLE INC,1980-12-12,1985-10-18,1985.5,1985.75,037833100,0000320193,AAPL,3663,95014,14,USA,936.176,385.69,409.709,409.709,207.714,48.644,22.357,90.265,,,822.064,295.424,0,0,0,0,337.012,550.486,550.486,22.357,13.956,94.273,54.064,90.446,0,,0,0,61.85,15.75
001690,1985-12-31,APPLE INC,1980-12-12,1986-01-15,1985.75,1986,037833100,0000320193,AAPL,3663,95014,14,USA,1022.022,408.183,533.89,533.89,249.819,123.897,56.925,113.338,,,915.136,294.845,0,0,0,0,441.53,613.839,613.839,56.925,13.14,93.651,6.51,87.616,0,,0,0,62.289,22
001690,1986-03-31,APPLE INC,1980-12-12,1986-04-17,1986,1986.25,037833100,0000320193,AAPL,3663,95014,14,USA,1056.298,391.124,408.943,408.943,165.303,68.294,31.812,126.74,,,950.714,264.383,0,0,0,0,518.762,665.174,665.173,31.812,12.28,159.691,18.503,88.44,0,,0,0,63.411,28.25
001690,1986-06-30,APPLE INC,1980-12-12,1986-07-17,1986.25,1986.5,037833100,0000320193,AAPL,3663,95014,14,USA,1115.432,405.221,448.279,448.279,199.477,68.011,32.333,132.834,,,1000.313,272.387,0,0,0,0,568.027,710.211,710.211,32.333,12.77,201.286,48.071,102.504,0,,0,0,63.923,35.875
001690,1986-09-30,APPLE INC,1980-12-12,1986-10-15,1986.5,1986.75,037833100,0000320193,AAPL,3663,95014,14,USA,1160.127,466.041,510.786,510.786,225.438,64.404,32.893,137.506,,,1040.933,328.534,0,0,0,0,576.214,694.086,694.087,32.893,12.885,185.759,66.629,107.315,0,,0,0,62.628,33.5
001690,1986-12-31,APPLE INC,1980-12-12,1987-01-20,1986.75,1987,037833100,0000320193,AAPL,3663,95014,14,USA,1274.906,516.649,662.253,662.253,302.014,118.464,58.473,156.983,,,1153.254,359.666,0,0,0,0,631.235,758.257,758.257,58.473,17.269,81.189,15.74,107.949,0,,0,0,62.751,40.5
001690,1987-03-31,APPLE INC,1980-12-12,1987-04-15,1987,1987.25,037833100,0000320193,AAPL,3663,95014,14,USA,1375.465,540.527,575.327,575.327,271.585,71.908,33.866,177.185,,,1242.66,363.342,0,0,0,0,702.435,834.938,834.938,33.866,15.898,,38.699,115.786,0,,0,0,64.018,64.5
001690,1987-06-30,APPLE INC,1980-12-12,1987-07-14,1987.25,1987.5,037833100,0000320193,AAPL,3663,95014,14,USA,1388.648,608.62,637.064,637.064,293.399,108.242,53.479,203.838,,,1244.166,404.782,0,0,0,0,623.984,780.028,780.028,53.479,16.454,,61.006,124.933,0,,0,0,125.683,40.5
001690,1987-09-30,APPLE INC,1980-12-12,1987-10-14,1987.5,1987.75,037833100,0000320193,AAPL,3663,95014,14,USA,1477.931,641.443,786.424,786.424,358.706,143.34,71.678,162.765,,,1307.425,478.678,0,0,0,0,565.094,836.488,836.488,71.678,20.895,,86.127,130.434,0,,0,0,126.088,56.5
001690,1987-12-31,APPLE INC,1980-12-12,1988-01-20,1987.75,1988,037833100,0000320193,AAPL,3663,95014,14,USA,1622.9,753.884,1042.442,1042.442,479.66,208.972,121.368,188.929,,,1430.884,564.955,0,0,0,0,655.329,869.016,869.016,121.368,19.536,,34.14,149.235,0,,0,0,124.178,42
001690,1988-03-31,APPLE INC,1980-12-12,1988-04-18,1988,1988.25,037833100,0000320193,AAPL,3663,95014,14,USA,1627.976,722.673,867.161,867.161,397.988,137.151,79.66,216.367,,,1405.341,506.306,0,0,0,0,611.142,905.303,905.303,79.66,17.946,,68.059,167.531,0,,0,0,123.882,40
001690,1988-06-30,APPLE INC,1980-12-12,1988-07-19,1988.25,1988.5,037833100,0000320193,AAPL,3663,95014,14,USA,1695.018,780.452,993.051,993.051,463.829,155.299,91.311,237.53,,,1427.99,542.922,0,0,0,0,523.788,914.566,914.566,91.311,17.855,,101.198,183.496,0,,0,0,122.591,46.25
001690,1988-09-30,APPLE INC,1980-12-12,,1988.5,1988.75,037833100,0000320193,AAPL,3663,95014,14,USA,2082.086,1078.661,1168.719,1168.719,571.725,196.593,107.919,251.568,,,1782.994,827.093,127.871,0,0,0,545.717,1003.425,1003.425,107.919,22.34,,144.001,207.357,0,,0,0,122.768,43.25
001690,1988-12-31,APPLE INC,1980-12-12,1989-01-17,1988.75,1989,037833100,0000320193,AAPL,3663,95014,14,USA,2276.147,1132.851,1405.137,1405.137,689.454,253.181,140.452,275.341,,,1924.983,857.51,149.586,0,0,0,609.331,1143.296,1143.296,140.452,26.082,,73.967,260.369,0,99.186,0,0,123.189,40.25
001690,1989-03-31,APPLE INC,1980-12-12,1989-04-18,1989,1989.25,037833100,0000320193,AAPL,3663,95014,14,USA,2321.02,1115.682,1246.917,1246.917,645.074,110.979,56.372,318.049,,,1920.623,797.633,145.396,0,0,0,539.869,1205.338,1205.338,56.372,25.324,,124.124,285.443,0,104.264,0,0,124.223,35.625
001690,1989-06-30,APPLE INC,1980-12-12,1989-07-18,1989.25,1989.5,037833100,0000320193,AAPL,3663,95014,14,USA,2400.471,1080.982,1248.212,1248.212,598.119,183.253,96.129,334.182,,,1961.07,746.8,66.608,0,0,0,706.717,1319.489,1319.489,96.129,33.342,,179.287,310.942,0,103.487,0,0,125.572,41.25
001690,1989-09-30,APPLE INC,1980-12-12,1989-10-20,1989.5,1989.75,037833100,0000320193,AAPL,3663,95014,14,USA,2743.899,1258.153,1383.747,1383.747,637.376,211.7,161.08,362.91,,,2294.428,895.243,56.751,0,0,0,808.95,1485.746,1485.746,161.08,40.052,,238.993,334.227,0,113.146,0,0,126.27,44.5
001690,1989-12-31,APPLE INC,1980-12-12,1990-01-18,1989.75,1990,037833100,0000320193,AAPL,3663,95014,14,USA,2813.334,1289.511,1493.383,1493.383,668.457,271.51,124.84,396.841,,,2325.549,892.67,67.899,0,0,0,907.863,1523.823,1523.823,124.84,47.753,,62.868,361.936,0,106.311,0,0,125.202,35.25
001690,1990-03-31,APPLE INC,1980-12-12,1990-04-18,1990,1990.25,037833100,0000320193,AAPL,3663,95014,14,USA,2775.67,1224.776,1346.202,1346.202,565.299,243.463,131.815,450.479,,,2269.736,774.297,19.973,0,0,0,995.839,1550.894,1550.894,131.815,44.291,,105.691,368.274,0,115.235,0,0,123.27,40.25
